Nr okrÍgu;Siedziba OKW;Nr listy (po nadaniu);Nazwa komitetu;Sygnatura;Typ;Pozycja na liúcie;Nazwisko;Imiona;P≥eÊ;ZawÛd;Miejsce zamieszkania;TERYT m. z.;Gmina m.z.;PrzynaleønoúÊ do partii;Poparcie;Liczba g≥osÛw;Procent g≥osÛw oddanych na listÍ;Procent g≥osÛw oddanych w okrÍgu;Czy przyznano mandat
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;6;BUSTOWSKI;Marcin Jerzy;MÍøczyzna;rolnik;Jelenia GÛra;026101;m. Jelenia GÛra;nie naleøy do partii politycznej;;1462;5,77%;0,34%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;7;SOSI—SKI;Krystian Piotr;MÍøczyzna;gÛrnik;Lubin;021101;m. Lubin;nie naleøy do partii politycznej;;811;3,20%;0,19%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;8;BURDZI—SKI;Remigiusz Konrad;MÍøczyzna;logistyk;Jelenia GÛra;026101;m. Jelenia GÛra;cz≥onek partii politycznej: Ruch Narodowy;;484;1,91%;0,11%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;9;KORWIN-MIKKE;Kacper Miko≥aj;MÍøczyzna;przedsiÍbiorca;JÛzefÛw;141701;m. JÛzefÛw;nie naleøy do partii politycznej;;5450;21,53%;1,26%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;10;PASZYN;Pawe≥ Stefan;MÍøczyzna;informatyk;Grzybiany;020904;gm. Kunice;nie naleøy do partii politycznej;;438;1,73%;0,10%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;11;MALICKI;Jakub Edward;MÍøczyzna;sprzedawca;Wroc≥aw;026401;m. Wroc≥aw;nie naleøy do partii politycznej;;362;1,43%;0,08%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;12;GRYF-TOMASZEWSKI;Andrzej;MÍøczyzna;przedsiÍbiorca;Karpacz;020601;m. Karpacz;cz≥onek partii politycznej: Ruch Narodowy;;194;0,77%;0,04%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;13;åWIERZOWSKA;Ma≥gorzata Agnieszka;Kobieta;inøynier procesÛw produkcyjnych;D≥uøec;021203;gm. LwÛwek ålπski;nie naleøy do partii politycznej;;340;1,34%;0,08%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;14;KARPIEJ;Sabina Iwona;Kobieta;student budownictwa;Jawor;020501;m. Jawor;nie naleøy do partii politycznej;;291;1,15%;0,07%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;15;SOLAREK-STRUMI—SKA;Emilia Patrycja;Kobieta;menedøer;Wroc≥aw;026401;m. Wroc≥aw;nie naleøy do partii politycznej;;172;0,68%;0,04%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;16;SPRYSAK;Sebastian Jacek;MÍøczyzna;inøynier elektryk;Legnica;026201;m. Legnica;cz≥onek partii politycznej: Ruch Narodowy;;212;0,84%;0,05%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;17;WINNICKA;Regina Eløbieta;Kobieta;technik energetyk;Zgorzelec;022502;m. Zgorzelec;nie naleøy do partii politycznej;;576;2,27%;0,13%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;18;BURDZI—SKA;Ma≥gorzata Olga;Kobieta;filolog;Jelenia GÛra;026101;m. Jelenia GÛra;cz≥onek partii politycznej: Ruch Narodowy;;221;0,87%;0,05%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;19;HOSZOWSKI;Jaros≥aw;MÍøczyzna;nauczyciel;Legnica;026201;m. Legnica;cz≥onek partii politycznej: Ruch Narodowy;;300;1,18%;0,07%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;20;PASZYN;Agnieszka Katarzyna;Kobieta;chemik;Grzybiany;020904;gm. Kunice;nie naleøy do partii politycznej;;214;0,85%;0,05%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;21;NICIEJEWSKA;Joanna;Kobieta;analityk IT;Warszawa;146518;Wola;nie naleøy do partii politycznej;;234;0,92%;0,05%;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;22;MAJEWICZ;Pawe≥;MÍøczyzna;przedsiÍbiorca;LubaÒ;021001;m. LubaÒ;cz≥onek partii politycznej: Korwin;;947;3,74%;0,22%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;1;BORYS;Piotr;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - radny;Lubin;021101;m. Lubin;cz≥onek partii politycznej: Platforma Obywatelska RP;;35064;32,41%;8,11%;Tak
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;2;CZERNOW;Zofia;Kobieta;parlamentarzystka;Jelenia GÛra;026101;m. Jelenia GÛra;cz≥onek partii politycznej: Platforma Obywatelska RP;;15761;14,57%;3,64%;Tak
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;3;KROPIWNICKI;Robert;MÍøczyzna;parlamentarzysta;Legnica;026201;m. Legnica;cz≥onek partii politycznej: Platforma Obywatelska RP;;14714;13,60%;3,40%;Tak
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;4;KRAWCZYK;Iwona Ma≥gorzata;Kobieta;parlamentarzysta;CzadrÛw;020702;gm. Kamienna GÛra;cz≥onek partii politycznej: Platforma Obywatelska RP;;8081;7,47%;1,87%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;5;DROZD;Ewa;Kobieta;parlamentarzystka;G≥ogÛw;020301;m. G≥ogÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;9671;8,94%;2,24%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;6;DUDKOWIAK;Jaros≥aw Ryszard;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - Starosta;G≥ogÛw;020301;m. G≥ogÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;2226;2,06%;0,51%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;7;BARANOWSKA;Dorota;Kobieta;nauczyciel;Zgorzelec;022502;m. Zgorzelec;cz≥onek partii politycznej: Platforma Obywatelska RP;;5003;4,62%;1,16%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;8;BANDER;Micha≥;MÍøczyzna;fizjoterapeuta;Jawor;020501;m. Jawor;cz≥onek partii politycznej: Platforma Obywatelska RP;;1875;1,73%;0,43%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;9;SIKORA;Konrad Jerzy;MÍøczyzna;urzÍdnik samorzπdowy;Jelenia GÛra;026101;m. Jelenia GÛra;cz≥onek partii politycznej: Nowoczesna;;3843;3,55%;0,89%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;10;ROWI—SKI;Konrad Antoni;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - wicestarosta;LubaÒ;021001;m. LubaÒ;cz≥onek partii politycznej: Platforma Obywatelska RP;;2118;1,96%;0,49%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;11;PICHA£A;Anna Eugenia;Kobieta;ekonomista;ParchÛw;021601;gm. ChocianÛw;nie naleøy do partii politycznej;;843;0,78%;0,19%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;12;DOWHA—-DOMA—SKA;Ksenia Anna;Kobieta;przedsiÍbiorca;Lubin;021101;m. Lubin;cz≥onek partii politycznej: Platforma Obywatelska RP;;889;0,82%;0,21%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;13;ROLSKA;Beata Edyta;Kobieta;neurologopeda nauczyciel - pedagog;ChocianÛw;021601;gm. ChocianÛw;nie naleøy do partii politycznej;;785;0,73%;0,18%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;14;GRZEåK”W;Zbigniew;MÍøczyzna;ekonomista;Kotliska;021203;gm. LwÛwek ålπski;cz≥onek partii politycznej: Platforma Obywatelska RP;;630;0,58%;0,15%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;15;BARCIK;Krystyna Henryka;Kobieta;ekonomista;Legnica;026201;m. Legnica;cz≥onek partii politycznej: Platforma Obywatelska RP;;853;0,79%;0,20%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;16;MAGRYå;Urszula;Kobieta;specjalista do spraw rachunkowoúci;Boles≥awiec;020101;m. Boles≥awiec;cz≥onek partii politycznej: Platforma Obywatelska RP;;551;0,51%;0,13%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;17;JAGIE££O;Jakub Krzysztof;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - radny;åwierzawa;022604;gm. åwierzawa;nie naleøy do partii politycznej;;1128;1,04%;0,26%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;18;SK”RZEWSKA;Barbara Anna;Kobieta;nauczyciel;Miroszowice;021102;gm. Lubin;nie naleøy do partii politycznej;;327;0,30%;0,08%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;19;STR•CZEK;Joanna Dorota;Kobieta;kierownik przychodni;Grzymalin;020906;gm. Mi≥kowice;nie naleøy do partii politycznej;;404;0,37%;0,09%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;20;SURWI£O;Ma≥gorzata Joanna;Kobieta;technik administracji;Leúna;021003;gm. Leúna;cz≥onek partii politycznej: Nowoczesna;;433;0,40%;0,10%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;21;BROK;Anna;Kobieta;ekonomista;G≥ogÛw;020301;m. G≥ogÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;548;0,51%;0,13%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;22;ZIELI—SKI;Grzegorz;MÍøczyzna;ekonomista;Lubin;021101;m. Lubin;cz≥onek partii politycznej: Nowoczesna;;737;0,68%;0,17%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;23;GRAF;Miros≥aw;MÍøczyzna;nauczyciel wychowania fizycznego;Szklarska PorÍba;020604;m. Szklarska PorÍba;cz≥onek partii politycznej: Platforma Obywatelska RP;;831;0,77%;0,19%;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;24;BARTKOWIAK;W≥odzimierz;MÍøczyzna;analityk finansowy;Osiecznica;020105;gm. Osiecznica;cz≥onek partii politycznej: Partia Zieloni;;876;0,81%;0,20%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;1;MYRDA;Adam Stanis≥aw;MÍøczyzna;mechanik maszyn i urzadzeÒ gÛrnictwa podziemnego;Lubin;021101;m. Lubin;nie naleøy do partii politycznej;;4381;32,46%;1,01%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;2;GABRYSIAK;Tomasz Andrzej;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - starosta;Boles≥awiec;020101;m. Boles≥awiec;nie naleøy do partii politycznej;;1214;9,00%;0,28%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;3;KIE£B;Jacek;MÍøczyzna;politolog;Legnica;026201;m. Legnica;nie naleøy do partii politycznej;;957;7,09%;0,22%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;4;MIEDZI—SKI;Piotr Jan;MÍøczyzna;ekonomista;Jelenia GÛra;026101;m. Jelenia GÛra;nie naleøy do partii politycznej;;400;2,96%;0,09%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;5;JANIK;Kazimierz;MÍøczyzna;inøynier rolnictwa;Zgorzelec;022507;gm. Zgorzelec;nie naleøy do partii politycznej;;477;3,53%;0,11%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;6;CASTA?EDA TRUJILLO;Beata;Kobieta;ekonomista;Krotoszyce;020903;gm. Krotoszyce;nie naleøy do partii politycznej;;480;3,56%;0,11%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;7;WANDYCZ;Piotr Kazimierz;MÍøczyzna;straøak;Trzebnice;021601;gm. ChocianÛw;nie naleøy do partii politycznej;;315;2,33%;0,07%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;8;SZEFFS;Irena Ewa;Kobieta;pielÍgniarka - specjalista pielÍgniarstwa kardiologicznego;WleÒ;021205;gm. WleÒ;nie naleøy do partii politycznej;;283;2,10%;0,07%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;9;SALA;Rafa≥ Krzysztof;MÍøczyzna;specjalista administracji publicznej;Jawor;020501;m. Jawor;nie naleøy do partii politycznej;;261;1,93%;0,06%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;10;LEWICKI;Krzysztof Miros≥aw;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - radny;KsiÍginice;021102;gm. Lubin;nie naleøy do partii politycznej;;311;2,30%;0,07%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;11;TOBIASZ;Aleksandra Marta;Kobieta;ekonomista;Bogatynia;022503;gm. Bogatynia;nie naleøy do partii politycznej;;346;2,56%;0,08%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;12;CIEåLA;Maciej Jan;MÍøczyzna;nauczyciel wychowania fizycznego;ChojnÛw;020901;m. ChojnÛw;nie naleøy do partii politycznej;;361;2,68%;0,08%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;13;SOBIESKA;Emilia Janina;Kobieta;organizator imprez rozrywkowych;Legnica;026201;m. Legnica;nie naleøy do partii politycznej;;436;3,23%;0,10%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;14;ZIELI—SKI;Artur Waldemar;MÍøczyzna;specjalista administracji publicznej;Kamienna GÛra;020701;m. Kamienna GÛra;nie naleøy do partii politycznej;;234;1,73%;0,05%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;15;CZAJA;Dariusz Andrzej;MÍøczyzna;nauczyciel historii;G≥ogÛw;020301;m. G≥ogÛw;nie naleøy do partii politycznej;;414;3,07%;0,10%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;16;FOREMNA;Justyna Magdalena;Kobieta;dyrektor generalny;Boles≥awiec;020101;m. Boles≥awiec;nie naleøy do partii politycznej;;261;1,93%;0,06%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;17;KUåWIK;Bartosz Seweryn;MÍøczyzna;animator kultury;LubaÒ;021001;m. LubaÒ;nie naleøy do partii politycznej;;237;1,76%;0,05%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;18;GRZELAK;Katarzyna Aneta;Kobieta;wyøszy urzÍdnik samorzπdowy;ZawidÛw;022501;m. ZawidÛw;nie naleøy do partii politycznej;;339;2,51%;0,08%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;19;WITKOWSKI;Krzysztof Walery;MÍøczyzna;pedagog specjalny;Zgorzelec;022502;m. Zgorzelec;nie naleøy do partii politycznej;;179;1,33%;0,04%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;20;KUSTROWSKA;Jolanta Eløbieta;Kobieta;technik rolnik;Trzebcz;021604;gm. Polkowice;nie naleøy do partii politycznej;;122;0,90%;0,03%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;21;ZAWIERUCHA;Stefan Adam;MÍøczyzna;ekonomista;MarciszÛw;020704;gm. MarciszÛw;nie naleøy do partii politycznej;;196;1,45%;0,05%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;22;TYMI—SKA;Katarzyna Paula;Kobieta;specjalista administracji publicznej;ChocianÛw;021601;gm. ChocianÛw;nie naleøy do partii politycznej;;223;1,65%;0,05%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;23;SA£ADUCHA;Jadwiga Wac≥awa;Kobieta;nauczyciel nauczania poczπtkowego;Karpacz;020601;m. Karpacz;nie naleøy do partii politycznej;;128;0,95%;0,03%;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;24;POLAK-SALOMON;Kamil Norbert;MÍøczyzna;instruktor sportÛw si≥owych;Lubin;021101;m. Lubin;nie naleøy do partii politycznej;;940;6,97%;0,22%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;1;GANCARZ;Pawe≥ Jaros≥aw;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;Stoszowice;022404;gm. Stoszowice;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;7615;37,10%;2,69%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;2;KO£T;JÛzef;MÍøczyzna;rolnik;Stary WaliszÛw;020806;gm. Bystrzyca K≥odzka;nie naleøy do partii politycznej;;1327;6,46%;0,47%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;3;KWIATKOWSKA;Ewa Daniela;Kobieta;radca prawny;Wa≥brzych;026501;m. Wa≥brzych;nie naleøy do partii politycznej;;1214;5,91%;0,43%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;4;KUCZEK;Magdalena Dorota;Kobieta;hotelarz;K≥odzko;020802;m. K≥odzko;nie naleøy do partii politycznej;;715;3,48%;0,25%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;5;RUDNICKI;Jaros≥aw Jerzy;MÍøczyzna;ekonomista;DzierøoniÛw;020202;m. DzierøoniÛw;nie naleøy do partii politycznej;;3194;15,56%;1,13%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;6;BONIECKA;Joanna Bogna;Kobieta;pracownik samorzπdowy;Lπdek-ZdrÛj;020808;gm. Lπdek-ZdrÛj;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;730;3,56%;0,26%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;7;SOKO£OWSKA;Maria;Kobieta;emeryt;G≥uszyca;022105;gm. G≥uszyca;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;709;3,45%;0,25%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;8;DZIENDZIEL;Wac≥aw Alojzy;MÍøczyzna;zootechnik;Pi≥awa GÛrna;020204;m. Pi≥awa GÛrna;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;570;2,78%;0,20%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;9;MAZUR;Pawe≥ Mariusz;MÍøczyzna;rolnik;ZagÛrze ålπskie;022108;gm. Walim;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;961;4,68%;0,34%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;10;UBIK;Jaros≥aw Marian;MÍøczyzna;pracownik samorzπdowy;Nowa Ruda;020804;m. Nowa Ruda;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;404;1,97%;0,14%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;11;WIERZBICKA-BARA;Danuta Maria;Kobieta;artysta plastyk;ZiÍbice;022406;gm. ZiÍbice;nie naleøy do partii politycznej;;501;2,44%;0,18%;Nie
2;Wa≥brzych;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;12;KOWALSKA;Sylwia Edyta;Kobieta;nauczyciel;Jedlina-ZdrÛj;022102;m. Jedlina-ZdrÛj;nie naleøy do partii politycznej;;345;1,68%;0,12%;Nie
